file,line,start,end,speaker,speaker_role,word_count,duration,text,year
12-1038,66,1278.917,1293.253,Samuel_A_Alito_Jr,scotus_justice,49,14.336,"Well, there may be -- suppose property is leased to -- I don't know whether this actually ever occurs -- but suppose it's leased to the United States and used for a military reservation. Would there be exclusively Federal criminal jurisdiction there, or would there not be concurrent jurisdiction?",12
12-1038,68,1302.875,1303.469,Samuel_A_Alito_Jr,scotus_justice,1,0.594,Right.,12
12-1038,70,1395.919,1401.525,Elena_Kagan,scotus_justice,21,5.606,"But I -- I had thought that, in your brief, you thought that the ownership test was both underinclusive and overinclusive.",12
12-1038,72,1449.009,1453.896,Samuel_A_Alito_Jr,scotus_justice,20,4.887,Could I just ask you what we should make of this -- what we should make of this green line?,12
12-1038,74,1454.693,1456.036,Samuel_A_Alito_Jr,scotus_justice,8,1.343,What is the significance of the green line?,12
12-1038,76,1523.267,1530.108,John_G_Roberts_Jr,scotus_justice,5,6.841,"Thank you, counsel. Mr. Chemerinsky.",12
12-1038,78,1575.247,1587.07,Anthony_M_Kennedy,scotus_justice,37,11.823,"But that -- that was a First Amendment case and the -- and the problem there was that he was barred for a peaceful protest the first time around, and that's not -- that's not this case.",12
12-1038,79,1587.07,1590.289,Ruth_Bader_Ginsburg,scotus_justice,7,3.219,Flower -- Flower was with the street.,12
12-1038,80,1590.289,1596.066,Antonin_Scalia,scotus_justice,18,5.777,"It was not argued in that case that the statute didn't apply, and that's what you're arguing here.",12
12-1038,82,1606.406,1615.747,Ruth_Bader_Ginsburg,scotus_justice,25,9.341,"On your Flowers point, I think Mr. Horwich said that -- that there was no doubt that 1382 applied. It was only a constitutional question--",12
12-1038,84,1616.73,1618.307,Ruth_Bader_Ginsburg,scotus_justice,2,1.577,--in Flowers.,12
12-1038,86,1637.66,1667.49,Anthony_M_Kennedy,scotus_justice,79,29.83,"Well, that -- that's a First Amendment case. But let's concentrate first on -- on the argument you make under this statute. It seems to me that the statute should be construed according to normal rules of easements, and the owner of the subservient easement, the easement holder, cannot overburden that easement. It cannot -- I've got an easement on the back of my property for the utility company. They can't hold a picnic there. They can't do that.",12
12-1038,88,1668.646,1678.456,Anthony_M_Kennedy,scotus_justice,34,9.81,"That's overburdening the easement, and this is standard stuff. And it's right in the easement agreement with the City of Santa Barbara, that the police -- that the military commander can make reasonable regulations.",12
12-1038,90,1679.456,1683.579,Anthony_M_Kennedy,scotus_justice,21,4.123,"Now, you may -- you have a First Amendment argument. I understand that. But let's just concentrate on the property ownership.",12
12-1038,92,1695.528,1713.395,Anthony_M_Kennedy,scotus_justice,50,17.867,"You're back on the First Amendment case. It -- it may or may not. If the -- if the commander wants to close the base for a rocket launch, he certainly -- he certainly can. That's set forth in article -- or a condition of paragraph 4 of the easement.",12
12-1038,94,1724.39,1735.792,Antonin_Scalia,scotus_justice,26,11.402,"You keep sliding into the First Amendment issue, which is not the issue on which we granted certiorari. We're only interested in whether the statute applies.",12
12-1038,96,1752.909,1754.612,Antonin_Scalia,scotus_justice,12,1.703,"You can raise it, but we don't have to listen to it.",12
12-1038,98,1755.628,1756.784,Antonin_Scalia,scotus_justice,6,1.156,That's -- that's what I'm saying.,12
12-1038,99,1756.784,1758.05,Stephen_G_Breyer,scotus_justice,4,1.266,To go back to--,12
12-1038,101,1761.643,1828.584,Stephen_G_Breyer,scotus_justice,166,66.941,"--The difficulty that I'm having is the Ninth Circuit said the reason that your client won is because the -- the piece of grass between the road and -- and the sign was not -- it was subject to an easement and the government lacked the exclusive right of possession. All right. When I saw that, I thought, well, there -- there are thousands of different kinds of easement, as Justice Kennedy just said. They're there for utilities. They're for -- they're there for people who might want to -- I mean, I can imagine a million, as you can, too. So not all of those would involve First Amendment anything, and -- and, yet, the -- the Ninth Circuit would seem to say that your client could go and demonstrate, as long as the utility company had an easement. So how are we supposed to interpret the statute to avoid the First Amendment problem without getting into an interpretation that, to me, would seem ridiculous.",12
12-1038,103,1850.873,1866.397,Stephen_G_Breyer,scotus_justice,48,15.524,"Now, why does the First Amendment allow a person to go to the heart of the military base, put on any demonstration they want, the statute doesn't apply for the reason that, once every four months, the PG&E has an easement to go out and read the meter.",12
12-1038,105,1869.896,1870.74,Stephen_G_Breyer,scotus_justice,8,0.844,"Now, that's exactly -- I know you wouldn't--",12
12-1038,107,1871.162,1884.61,Stephen_G_Breyer,scotus_justice,38,13.448,"--and that's why I want to know what your position is as to the interpretation of the statute that avoids my absurd PG&E result, but, nonetheless, does what you want, which is to protect the First Amendment interests.",12
12-1038,109,1898.792,1941.68,Sonia_Sotomayor,scotus_justice,99,42.888,"Why are you buying into the real property being the definition here at all? I mean, it seems to me that when I read the -- the other definitions of the statute, I keep going back to that it's a function analysis and not a real property analysis because that would answer why this particular electrical meter reading -- that area still being operated by the military for a military function, that's what forts do, reservations, yards, I don't know why we would read installation any differently. But you're buying into this real property as being the defining term.",12
12-1038,111,1965.048,1981.027,Antonin_Scalia,scotus_justice,40,15.979,"They don't say control begins at the green light. To the contrary, they say they have control over the whole installation. Do you deny that, that the -- that the commanding officer has the right to control the entire installation?",12
12-1038,113,1999.129,2005.859,Antonin_Scalia,scotus_justice,19,6.73,"Because -- because the commanding officer agreed to that, because that's the term of the -- of the easement.",12
12-1038,115,2014.559,2017.84,Antonin_Scalia,scotus_justice,22,3.281,"There may well be, but is there -- is there a difference in the authority of the commanding officer? That's what's crucial.",12
12-1038,117,2046.953,2059.557,Antonin_Scalia,scotus_justice,45,12.604,"They're entitled to have it both ways. It's their base. And if that's the deal -- you know, take it or leave it, State. We -- we'll give you this easement, but the -- the terms are what we have said. What's wrong with that?",12
12-1038,119,2069.427,2070.63,Elena_Kagan,scotus_justice,6,1.203,"Well, Mr. Chemerinsky, does that mean--",12
12-1038,120,2070.63,2082.283,John_G_Roberts_Jr,scotus_justice,45,11.653,"So you raised a -- you -- you mentioned the green line, and Mr. Horwich represented some facts about it outside the record, quite properly alerted us that it was outside the record, I just want to give you a chance to respond to that.",12
12-1038,122,2117.221,2145.726,Antonin_Scalia,scotus_justice,71,28.505,"But if -- if your colleague is correct, that the green line marked the edge of the easement, it would be entirely proper not to -- not to arrest him for violating the base until he left the easement; that is, when he crossed the green line. It has nothing to do with the -- the commanding officer saying this is the only part of the installation that we care about.",12
12-1038,124,2146.992,2149.005,Antonin_Scalia,scotus_justice,7,2.013,It marks the end of the easement.,12
12-1038,126,2171.435,2177.088,Elena_Kagan,scotus_justice,22,5.653,"--Well, Mr. Chemerinsky, does that mean that the -- the government could not have issued this barment order in the first place?",12
12-1038,128,2180.04,2200.423,Elena_Kagan,scotus_justice,55,20.383,"Well, then I'm -- I'm perplexed because if the government has sufficient commanding authority to issue the barment order to say, notwithstanding that Mr. Apel had not crossed the green line, that -- you know, he just can't be here, and he's excluded, then why don't they have sufficient authority to prevent him from reentering?",12
12-1038,130,2211.527,2213.433,Elena_Kagan,scotus_justice,3,1.906,I see. So--,12
12-1038,131,2213.433,2258.04,Ruth_Bader_Ginsburg,scotus_justice,100,44.607,"But the -- but the barment order that Mr. Horwich just read to us says that he can use the road, but that's not -- because the road is outside the statute, that's because the government, as a matter of grace, said right in the order, right in the bar order, you can use the road. So there's a sharp difference. The government says the road is under military control, if the commander so chooses, but we're going to let him use the road. The government treats the -- the domain as including the road, as including this protest area.",12
12-1038,133,2273.005,2278.283,Elena_Kagan,scotus_justice,18,5.278,"--But you're saying that if he had not crossed the green line, he could not have been excluded?",12
12-1038,135,2279.486,2286.373,Elena_Kagan,scotus_justice,19,6.887,And you're saying that the military cannot exclude any person from any of this area outside the green line?,12
12-1038,137,2295.496,2302.133,Antonin_Scalia,scotus_justice,27,6.637,So we're back to the real estate test. I -- I thought that you were not relying on the -- on the exclusive ownership test. You are?,12
12-1038,139,2307.646,2308.256,Antonin_Scalia,scotus_justice,2,0.61,"Oh, okay.",12
12-1038,141,2316.347,2318.111,Antonin_Scalia,scotus_justice,6,1.764,So you're defending the Ninth Circuit's?,12
12-1038,143,2319.361,2405.967,Stephen_G_Breyer,scotus_justice,246,86.606,"Oh, that's what I don't understand. Let me press -- at the risk of repetition, the reason I'm asking this question is the record is not developed. I looked at the Google maps. It looked to me like this area is sort of a suburban house with a lawn in front of it, and you drive along the street, and you suspect that the street may belong to the city a little way up the lawn; but beyond that, it probably belongs to the homeowner. And when you try to see where does the green line cross that grassy area, you can't easily tell, and -- and it may be just a foot or two. So it may have been inconceivable that your client didn't cross the green line or maybe he didn't. I don't know. So, therefore, you're back to a more basic test, and you say, we agree with the Ninth Circuit that, if they do not have exclusive control, the military can't enforce this statute. But what do we do, which was my question, about instances where the military does not have exclusive control, but the reason it doesn't has nothing to do with roads, nothing to do with green lines, it has to do with thousands of other easements that have nothing to do with this case; therefore, I'm pressing you to get a definition of this statute that will serve your ends without getting into all these other kinds of easements.",12
12-1038,145,2409.497,2410.216,Stephen_G_Breyer,scotus_justice,7,0.719,"And what is that, in your view?",12
12-1038,147,2419.072,2444.812,Samuel_A_Alito_Jr,scotus_justice,86,25.74,"Really, Mr. Chemerinsky, I don't mean to interrupt your sentence. But, I mean, I may own a parcel of property, and I may put up a fence around my property, and I may not put the fence right at the very edge of the property. I may leave a little border between the edge of my property and the place where the fence is. Now, are you saying that I have ceded exclusive control over this area between the fence and the end of the property?",12
12-1038,149,2480.797,2487.811,Samuel_A_Alito_Jr,scotus_justice,22,7.014,"What do you mean by, “ exclusive possession ”? Does the fence have any relevance? What is the relevance of the fence?",12
12-1038,151,2496.714,2503.805,Samuel_A_Alito_Jr,scotus_justice,22,7.091,"But there are bases that have no fences. So what, there? None of that is under the exclusive possession of the government?",12
12-1038,153,2545.619,2566.828,Samuel_A_Alito_Jr,scotus_justice,64,21.209,"I'm still completely confused about the test that you are asking us to -- to apply. Either -- either fences are relevant or they are not relevant. If you can have exclusive governmental -- exclusive military possession of a base where there are no fences, I don't really see what the significance is of the fence here. That's just -- that's just for starters.",12
12-1038,155,2581.215,2588.742,Antonin_Scalia,scotus_justice,24,7.527,"Excuse me. What about the portion of the base on the other side of the road easement, where the government does have exclusive possession?",12
12-1038,157,2590.132,2593.552,Antonin_Scalia,scotus_justice,9,3.42,Is that okay? That's still part of the base.,12
12-1038,159,2595.38,2597.582,Antonin_Scalia,scotus_justice,6,2.202,"Yes or no, under your theory?",12
12-1038,161,2616.342,2622.074,Antonin_Scalia,scotus_justice,19,5.732,"That may be very bad, but is it bad because the government does not have exclusive possession of every--",12
12-1038,163,2622.465,2634.82,Antonin_Scalia,scotus_justice,46,12.355,"--You know, when you talk about the road, they've given an easement, so you can say, oh, yeah, they don't have exclusive possession. But the other side of the road, that vast tract, you are saying the government, what, does or does not have exclusive possession?",12
12-1038,165,2636.349,2649.485,Antonin_Scalia,scotus_justice,40,13.136,Then the word “ possession ” means nothing. You are -- you are applying solely a functional test. It only possesses that which it is using for military purposes. That is not a possession test. It's a purely functional test.,12
12-1038,167,2681.755,2735.094,Sonia_Sotomayor,scotus_justice,114,53.339,"I'm sorry. I have the same problem that Justice Breyer has. PXes belong to the military, generally, the land, but they are run by outside contractors, sometimes. Are you saying because they've given up exclusive control of the PX, that they fail your test? So does the utility company. I don't know if it's possible that military bases generate their own utilities, but I presume that, somewhere, they don't, and they have an easement to drive up and read their meters. There may be easements for repairs of certain underground things that -- that supply the base. That's not exclusive control, so I'm -- or possession. So what -- what does your test mean?",12
12-1038,169,2766.393,2775.907,Sonia_Sotomayor,scotus_justice,36,9.514,So that -- that road for the public utility for which there is an easement of travel is not exclusive to the U.S.? So anybody can travel into the base at any time they want to?,12
12-1038,171,2789.591,2796.137,John_G_Roberts_Jr,scotus_justice,26,6.546,You need the express permission of the base commander to drive down the road. It's just that he has given it to the public at large.,12
12-1038,173,2802.883,2808.741,John_G_Roberts_Jr,scotus_justice,15,5.858,Because it's been ceded by the United States for the convenience of the traveling public.,12
12-1038,175,2822.735,2850.85,John_G_Roberts_Jr,scotus_justice,73,28.115,"I thought you just answered the question from Justice Sotomayor by saying, no, no, the utility easement doesn't work because the military commander has not granted permission to anybody else to use that easement. Here we have a public road easement, and you said that's different. And my question was: No, it's not, because the military commander has given permission to use easement. Now, I want to know what distinguishes the two cases.",12
12-1038,177,2874.042,2880.008,Antonin_Scalia,scotus_justice,20,5.966,It seems to me a First Amendment argument and not an argument that goes to the scope of Section 1382.,12
12-1038,179,2895.471,2901.546,Antonin_Scalia,scotus_justice,28,6.075,So you are saying we should read the statute to say it only applies when it doesn't violate the First Amendment. Of course we'd read it that way.,12
12-1038,181,2903.389,2920.461,Antonin_Scalia,scotus_justice,52,17.072,"But not because it has anything to do with the scope of authority of the government. It's what the government can do. I -- I don't know how to read that, that text, in such a way that it will avoid all First Amendment problems. There is no way to do that.",12
12-1038,183,2932.692,2954.963,Samuel_A_Alito_Jr,scotus_justice,62,22.271,"Well, you are arguing that the military cannot grant an easement across a military installation for the purpose of allowing the public to drive from a point, let's say, to the south to a point to the north, without also granting an easement that would allow people to linger along the road and engage in First Amendment activity. Is that your argument?",12
12-1038,185,2955.354,2971.473,Samuel_A_Alito_Jr,scotus_justice,49,16.119,"Because I can understand why the military might be willing to say, well, fine, we understand that it would be very inconvenient to make everybody drive around the installation. We'll allow them to drive through, but we do not want people lingering here because that does create security concerns.",12
12-1038,187,2987.247,3001.382,Elena_Kagan,scotus_justice,41,14.135,"Your -- your argument is sort of a use it or lose it argument, is that correct? That the government has this commanding authority, unless the government uses it to its full extent every day of the week, it loses it?",12
12-1038,189,3020.92,3043.146,Elena_Kagan,scotus_justice,76,22.226,"One of the arguments that the government makes is, look, what the military wants to do here is something very sensible. It keeps tight what it needs to keep tight, but it allows to be more open areas that can -- that it -- it doesn't have an interest in securing entirely. And that's for the convenience of military personnel. It's for the convenience of other people who live around the base. What's wrong with that?",12
12-1038,191,3054.922,3065.138,John_G_Roberts_Jr,scotus_justice,45,10.216,"Well, that's usually the sort of determination that's left to the military commander. I can think of a lot of reasons why the commander would not want a gathering of people on the road but would be willing to let people drive through the road.",12
12-1038,193,3079.6,3088.534,John_G_Roberts_Jr,scotus_justice,30,8.934,"Well, it indicates, as the -- the barment order does, that he does see some kind of threat by allowing somebody in there who's vandalized the base in the past.",12
12-1038,195,3096.985,3098.78,John_G_Roberts_Jr,scotus_justice,13,1.795,Is there -- can there be a temporary forfeiture of First Amendment rights?,12
12-1038,197,3104.543,3112.384,John_G_Roberts_Jr,scotus_justice,28,7.841,"Well, I'm talking about what this case is about, which is the temporary exclusion. Would your case be the same if Mr. Apel was barred for one year?",12
12-1038,199,3118.897,3127.363,John_G_Roberts_Jr,scotus_justice,31,8.466,"No, he can traverse it. He can traverse. There -- there's no question of that. Could he be barred from participating in protests for a year because he vandalized the base?",12
12-1038,201,3135.359,3143.653,John_G_Roberts_Jr,scotus_justice,23,8.294,"Now here, as I understand it, he was barred permanently subject to the right of him to apply for removal of the barment.",12
12-1038,203,3147.963,3174.345,Stephen_G_Breyer,scotus_justice,100,26.382,"It's more than that. It says I mean, you know, if you wanted to take someone to school. It said -- first, if you need medical treatment, you can just go in, and then it said you -- you have to receive prior written approval from me, the commander, or my designee, but if you get it. So I suppose if he had a child at the school, he would ask and they'd give it to him. I mean, it didn't seem to me an absolute bar. It seemed to me a bar for purposes of going to that particular--",12
12-1038,205,3179.39,3191.574,Stephen_G_Breyer,scotus_justice,42,12.184,"--Do we have to get into any of that? Do we -- just like I don't know where he really was physically. I don't know whether that grass strip is within something, without something. These all sound like First Amendment relevant matters.",12
12-1038,207,3197.259,3200.821,John_G_Roberts_Jr,scotus_justice,12,3.562,To avoid -- just to interrupt -- to avoid grave constitutional doubts.,12
12-1038,209,3228.402,3231.573,John_G_Roberts_Jr,scotus_justice,14,3.171,"I'm sorry, the Rule of Lenity you said in favor of a criminal defendant.",12
12-1038,211,3232.118,3235.461,John_G_Roberts_Jr,scotus_justice,10,3.343,We're talking about barment here. Is that a criminal sanction?,12
12-1038,213,3238.351,3244.441,John_G_Roberts_Jr,scotus_justice,14,6.09,"Right, but this doesn't -- you're not allowed to collaterally attack the barment decision.",12
12-1038,215,3269.183,3271.792,John_G_Roberts_Jr,scotus_justice,8,2.609,"Thank you, counsel. Mr. Horwich, five minutes remaining.",12
12-1038,217,3461.357,3470.479,Elena_Kagan,scotus_justice,27,9.122,"May I just ask a background question, Mr. Horwich? What's the history of this First Amendment area? What -- when did this speech area come into being?",12
12-1038,219,3489.301,3495.407,Elena_Kagan,scotus_justice,16,6.106,"Was the litigation essentially like this one, basically saying that this was not under military command?",12
12-1038,221,3559.9,3560.728,John_G_Roberts_Jr,scotus_justice,7,0.828,"Thank you, counsel. The case is submitted.",12
12-138,0,0.0,7.454,John_G_Roberts_Jr,scotus_justice,17,7.454,"We will hear argument next in Case 12-138, BG Group v. The Republic of Argentina. Mr. Goldstein.",12
12-138,2,41.493,55.168,Sonia_Sotomayor,scotus_justice,28,13.675,"Mr. Goldstein, do you take the position that parties can't, by contract say, this particular precondition is -- goes to my -- to the parties' consent to arbitrate?",12
12-138,4,72.212,126.164,Sonia_Sotomayor,scotus_justice,128,53.952,"All right. So if the issue is what did the parties -- as I see it -- what did the parties intend on this question, why isn't the first options Howsam divide the one that we should follow in this setting? The Solicitor General is suggesting that we shouldn't follow that. We should give some sort of heightened deference to the foreign state, but I'm not sure why, because the issue is always about what did the parties intend. And if the issue is always about that, don't we look at the text? The custom and practice of the industry? The behavior between the parties? Don't we look at all of the factors we normally look at in deciding whether something goes to a substantive or procedural issue?",12
12-138,6,128.033,142.042,Sonia_Sotomayor,scotus_justice,33,14.009,"All right. So it's not that we hold absolutely that in every situation a precondition is subject to an arbitral decision. We look to those -- to the issue of consent, don't we?",12
12-138,8,152.314,157.052,Sonia_Sotomayor,scotus_justice,20,4.738,Maybe that's why the government is saying we shouldn't treat it as a presumption. We should just treat it as--,12
12-138,10,338.902,350.208,Samuel_A_Alito_Jr,scotus_justice,32,11.306,"I'm not sure that this argument helps you, but it's your argument. But this arbitration took place in the United States because the parties agreed that's where it would take place, right?",12
12-138,12,350.61,360.981,Samuel_A_Alito_Jr,scotus_justice,28,10.371,"So your -- your argument is that by agreeing that the arbitration would take place in the United States, they bought into U.S. arbitration law, no international modification?",12
12-138,14,377.11,406.612,Samuel_A_Alito_Jr,scotus_justice,93,29.502,"See, I would have thought that there would -- there'd be an argument for saying that the first options principle shouldn't apply to international -- or to a bilateral investment treaty. The whole point of these treaties, as I understand it, is to take these disputes out of the courts because of distrust, at least of the courts of the country against which the claim is asserted, and -- and put it in an international tribunal where some sort of standard international principles would apply, but that's -- you don't like the idea.",12
12-138,16,485.146,497.804,Samuel_A_Alito_Jr,scotus_justice,37,12.658,Could I ask you just a -- a practical question and maybe the answer to this is obvious. Is it too late now for you to begin litigation in Argentina? Wait 18 months and then pursue arbitration?,12
12-138,18,543.499,574.402,John_G_Roberts_Jr,scotus_justice,109,30.903,"Well, that's not true. There are numerous statutory regimes where Congress has decided, for example, it's valuable to give people a period of time to negotiate or discuss before you can go into -- into court. I mean, the EEOC and other sorts of things saying, let's everybody, you know, step back. You have to negotiate for six months or you can't sue for another eight months. And a lot of times nobody think that's going to change anything, but you can understand Argentina or any other country saying, look, before we're going to arbitrate, you know, try our courts, you may find -- you may be surprised, right?",12
12-138,20,590.61,622.231,Anthony_M_Kennedy,scotus_justice,77,31.621,"Well, then, let me just make clear where we are. Suppose we, or at least I, were to conclude that the court of appeals was right, that it is for the Judicial Branch to decide whether there is an arbitration agreement and duty to arbitrate. Then I were to further conclude that, given Argentina's position, they have waived the judicial requirement and that this arbitration should proceed. I can't reach that second question because it wasn't raised.",12
12-138,22,663.124,681.986,Anthony_M_Kennedy,scotus_justice,69,18.862,"Well, let me just put it. I think there is -- this is a close case. I think there is substantial merit, the United Kingdom court is correct and that the court of appeals here is correct as to the authority of the Court to decide the issue. I also think that they are probably wrong on the merits, but I cannot reach that second question. It wasn't presented.",12
12-138,24,764.735,768.189,Ruth_Bader_Ginsburg,scotus_justice,11,3.454,"Mr. Goldstein, you have given us three parts for an opinion.",12
12-138,26,768.506,830.946,Ruth_Bader_Ginsburg,scotus_justice,112,62.44,"Is it your position essentially that under this bilateral agreement, the case is to be decided by an arbitrator, not by a court in Argentina or the United States? So the question is when an arbitrator will decide the case. And so the question of when doesn't say whether it's an agreement or not. It just says, did you sue too early, you started too early? Is that your essential position, that this bilateral agreement says arbitration is the way this dispute gets decided, and everything on the way to that is what you call a preliminary question, but essentially the parties have agreed that their disputes will be resolved by arbitration?",12
12-138,28,918.919,936.113,John_G_Roberts_Jr,scotus_justice,61,17.194,"That's -- it seems to me that this is a difficulty for you, the structure of the treaty. I mean, if you just end it after one, nobody would say, oh, they must be contemplating arbitration or arbitration is in the background. They would say, look, you have got a dispute, if you don't resolve it you bring it in court.",12
12-138,30,936.529,954.324,John_G_Roberts_Jr,scotus_justice,59,17.795,"Nothing about arbitration even in the background. Then they say: If you want to go to arbitration, you can. So when you look at just the structure, it seems to suggest that Article I, 8(1) is not part of the arbitration provision. It stands there and says, this is what you do, and then the arbitration kicks in later.",12
12-138,32,1012.277,1027.953,John_G_Roberts_Jr,scotus_justice,57,15.676,"Your argument would be better there if this was Article VIII, you know, arbitration of disputes or, you know, parties can arbitrate but first they must do this. No, it just says settlement of disputes. The first thing is you can go to court here. The second thing is if you want to arbitrate, you do this.",12
12-138,34,1049.049,1059.338,John_G_Roberts_Jr,scotus_justice,35,10.289,"If you want to accept the invitation to arbitrate that is in 8(2). If you don't, if you go to 8(1), which doesn't say anything, then presumably the decision of the tribunal will be binding.",12
12-138,36,1371.974,1374.592,Sonia_Sotomayor,scotus_justice,7,2.618,"--Counsel, what do you do with Wintershall?",12
12-138,38,1436.765,1449.909,Ruth_Bader_Ginsburg,scotus_justice,33,13.144,"Isn't that the same thing in France, which is supposed to be a popular place for international arbitration, that in the first instance the arbitrator decides, but ultimately the court can review everything?",12
12-138,40,1491.486,1506.079,Anthony_M_Kennedy,scotus_justice,40,14.593,Do I understand your position that in this case you did not have to go to the Federal -- to the Argentine court by reason of the language in this agreement and not by reason of anything that Argentina did?,12
12-138,42,1559.744,1561.513,Antonin_Scalia,scotus_justice,3,1.769,Say that again.,12
12-138,44,1561.996,1563.113,Antonin_Scalia,scotus_justice,3,1.117,By reason of--,12
12-138,46,1564.148,1564.665,Antonin_Scalia,scotus_justice,1,0.517,--Yes.,12
12-138,48,1594.066,1602.504,John_G_Roberts_Jr,scotus_justice,5,8.438,"Thank you, counsel. Ms. Anders.",12
12-138,50,1643.081,1655.204,Antonin_Scalia,scotus_justice,32,12.123,"I must say I don't follow that line of argument. I mean, it seems to me the treaty sets the framework for an agreement, but it is ultimately the agreement that governs.",12
12-138,52,1678.154,1754.97,Stephen_G_Breyer,scotus_justice,214,76.816,"I don't -- I can't find -- it seems to me this has sprung, full blown, from someone's brain, but is not well embedded in any law that I could yet find. That is the -- this is not meant to be rude. I'm trying to figure out where this idea of the consent thing comes from. After all, it apparently comes from our Korean treaty and maybe one other, but I can't find it in -- I can't find -- the question in the case is, is this particular agreement, namely an agreement to go to the court first -- shall we count it as that kind of matter as to whether this is arbitrable that goes to a judge? Or rather is it that kind of procedural Howsam, Wiley type thing that goes to an arbitrator. Now, we did our best I think to try to explain how to distinguish the one from the other in our precedent. Now, you use different words. You use these words about “ consent ”, which doesn't appear anywhere in this treaty, but I think you are trying to get at the same thing. And if you are not trying to get at the same thing, why? Why not? What are you trying to get at?",12
12-138,54,1781.721,1782.906,Sonia_Sotomayor,scotus_justice,5,1.185,Are you suggesting that they--,12
12-138,55,1782.906,1823.981,Stephen_G_Breyer,scotus_justice,123,41.075,"So you suggest it was the State that said, Look, they don't say anything in the treaty, but it turns out, for purposes of counting time limits, filing a brief, they count Saturdays, but they don't count Sundays. All right? And the government says, quite sincerely: If we had known that they were going to do that, we never would have agreed. I am trying to get an example of something that is as purely procedural as I can imagine, something no one in his right mind would think a judge, rather than an arbitrator, should decide. But under your rule, you're going to say the judges decide that and not the arbitrators, and that is what is bothering me about your rule.",12
12-138,57,1829.052,1850.282,Stephen_G_Breyer,scotus_justice,59,21.23,"By the way, in the treaty itself, you can have dozens of things, as was true of Howsam. We will follow the UNCTAD, whatever that is, the UN or AAA rules, and you look up AAA Rule No. 1872(b) and it says just what I said. Okay? So now it's in the treaty itself, and why should that matter?",12
12-138,59,1862.106,1866.41,Stephen_G_Breyer,scotus_justice,17,4.304,"I have only found two, by the way. One was Korea and I can't remember the second.",12
12-138,61,1868.16,1868.679,Stephen_G_Breyer,scotus_justice,4,0.519,But in any case--,12
12-138,63,1869.262,1886.557,Stephen_G_Breyer,scotus_justice,58,17.295,"--you explicitly say, these are our conditions of consent, and you raise the question to me, you don't answer it. Because suppose one of those conditions had to do with blue paper rather than white paper. Suppose that they were just what I said. Nobody still would think the United States was resisting arbitration on such a matter.",12
12-138,65,1904.785,1925.766,Stephen_G_Breyer,scotus_justice,65,20.981,"So here you are putting yourselves, I gather, that the U.N. rules, the AAA rules, the scholars who file our briefs, the doctrine of competence-competence, whatever that might be, is in fact far broader than what they want. It submits virtually every question of arbitrability to the arbitrator. And the United States is taking a position quite contrary, I guess, to most of the world.",12
12-138,67,1933.787,1955.118,Ruth_Bader_Ginsburg,scotus_justice,44,21.331,"How do we know that? The question is: Is this litigation preliminary, going to the Argentinian court, is the litigation preliminary a condition on the consent to arbitrate a dispute? What is the answer to that question in the view of the United States?",12
12-138,69,1961.889,1987.339,Ruth_Bader_Ginsburg,scotus_justice,73,25.45,"Well, let's say you've done all that. And what does the United States -- the United States is saying: Court, you should look to all these sources, and then answer the question: Is the litigation preliminary a condition on consent to arbitrate the dispute? So after looking at the sources that the United States is telling the Court it should look to, what is the answer of the United States to that question?",12
12-138,71,1996.112,2003.449,Elena_Kagan,scotus_justice,24,7.337,"I would be more open about that argument, Ms. Anders, if you had at least suggested how we should go about deciding that question?",12
12-138,73,2003.816,2029.166,Elena_Kagan,scotus_justice,64,25.35,"Because you read this through your brief, and I don't know what a consent-based objection is. In fact, you say consent-based objections can look very, very procedural and it's still consent-based, or it might not be consent-based. So all the techniques that we use in the Howsam-First Options line of cases seem to go out the window and not be replaced with anything else.",12
12-138,75,2044.193,2064.522,Antonin_Scalia,scotus_justice,56,20.329,"That's no different from the rules we apply when there isn't a treaty, of course. I mean, if the arbitration agreement said that, that the -- you know, the agreement is conditioned on, of course. So what else? What different rules would you apply other than the common sense rules that we use for arbitration agreements?",12
12-138,77,2070.176,2073.045,Antonin_Scalia,scotus_justice,10,2.869,We would look to mandatory language in the arbitration agreement.,12
12-138,79,2088.138,2097.927,Samuel_A_Alito_Jr,scotus_justice,31,9.789,"What about this -- what about this principle. If something, if some requirement seems to serve virtually no purpose, it's unlikely to be a condition of consent; would you accept that?",12
12-138,81,2108.718,2133.617,Samuel_A_Alito_Jr,scotus_justice,80,24.899,"Well, there is nothing in the treaty that talks about consent at all, so we have to decide whether some requirement is a consent, is on something which consent is conditioned, or it's just a procedural requirement that would be decided by an arbitrator. Would you not -- would you disagree with the proposition that if something really is trivial, it doesn't seem to accomplish much of anything. It's a historical vestige. It's unlikely to be a condition of consent.",12
12-138,83,2199.376,2229.995,Stephen_G_Breyer,scotus_justice,108,30.619,"What's wrong with the House -- and I'm being a little defensive here -- but I didn't think there was the presumption you are talking. I thought it said there's a presumption about that procedural rule, and I thought important language was the language that the Court has found the phrase, i.e., for the judge applicable in the narrow circumstance where contracting parties would likely have expected a Court to have decided the gateway matter. Now, that, it seems to me, a little bit easier to work with then this notion of whether a state gave consent or didn't give consent or it doesn't mention it in treaty.",12
12-138,84,2229.995,2232.528,John_G_Roberts_Jr,scotus_justice,1,2.533,Briefly.,12
12-138,85,2232.528,2233.363,Stephen_G_Breyer,scotus_justice,2,0.835,Thank you.,12
